X,Y,Size
9.628024723191453,86.2222697719438,17.523950190309755
51.56649100035654,95.47664854051668,12.842882053161269
14.040114236730405,76.40509529109461,13.279122739535937
45.8747169106242,53.67471807121929,14.11627747113873
95.0386451347041,54.999434430454606,18.97637971140598
59.308444904829386,63.809414440397646,17.0418993481294
37.658231920619166,81.50304474984539,12.771879598424322
11.2779754708477,9.075124679833168,19.532358297611754
92.65212936696918,86.59981393325086,10.79130718968863
73.52891208763197,49.885305871998995,8.463996048961388
96.828655475019,87.52846798329591,14.387031379621844
0.31084494130164675,13.471454527455906,8.170164531716367
46.25949729718256,66.38966780901013,6.473701805406547
84.76545029461914,79.49226666640673,17.591514640120224
22.406974455176677,34.41515701284493,10.08458603435423
96.63205915364601,6.73119220565993,15.320213115366055
70.69269473266739,72.83567101915251,17.35219069237887
93.0964195466109,64.21228994612437,14.603595038436758
16.42694939239223,0.7785311764789915,10.46078025275988
11.860935873450696,1.5542773344106364,6.632475360092534
44.46079763774045,33.86471783041023,16.95487510608386
88.22212081398155,84.72162764791197,11.853767719195304
15.354742260851417,34.79832294039053,8.998455092547498
46.475086525423535,18.903549035508327,15.905337143297741
28.211660168758733,66.58225046313453,16.337118372912013
5.298408070838834,79.71952958649501,6.694194275195323
70.00630360519456,47.93920796844651,9.481433618563674
6.8712511681017,74.18574135666375,6.229630012329708
46.290685744975704,86.49802007992538,19.385049115731942
85.22182027586172,64.8351385534159,19.51457712367145
13.308394445696658,41.80979137523673,6.887920068461504
91.06299740102915,83.94587080930228,19.21514684483115
28.95196060893629,37.11756405680456,13.951479979046326
84.62535326283029,88.34337412633826,18.340990548031524
7.698131076791737,42.101585269897136,16.386222550616022
39.06665256109028,29.133537612723092,14.774118544536874
56.49655172419471,84.44913528759677,19.666999472395194
63.78399419628511,63.409895025097974,7.247458421295205
71.88052871011162,27.89152902287305,18.02239034495562
5.816948286467216,77.76066851621304,15.502427892777966
36.886829873867896,85.7159704330034,5.764925871580676
95.52234862511301,26.007415895668174,10.14140762243012
16.499179066209745,97.51060212121286,17.492253534316173
52.593861277525086,42.489705935397694,19.400054979056492
97.43415494208597,84.64830975827884,13.285957940917482
82.05802801465292,20.406555523343528,15.551485820009406
14.002587419872158,4.814833501712357,18.077486684709733
63.62521384808315,75.05646654461826,13.74882046661111
84.28941851653347,44.447133434467624,15.360107778397891
56.9252869883375,27.33802119155505,17.433003544177826
